ID_LAT_LON_YEAR_WEEK,emission
ID_-0.510_29.290_2022_00,4.548859431092096
ID_-0.510_29.290_2022_01,3.877587699530392
ID_-0.510_29.290_2022_02,4.227234502270441
ID_-0.510_29.290_2022_03,4.888443664777398
ID_-0.510_29.290_2022_04,3.0671490157905246
ID_-0.510_29.290_2022_05,3.6221313572683718
ID_-0.510_29.290_2022_06,2.6845071380766297
ID_-0.510_29.290_2022_07,4.844294993370795
ID_-0.510_29.290_2022_08,4.044660881957626
ID_-0.510_29.290_2022_09,0.0
ID_-0.510_29.290_2022_10,4.486921519041438
ID_-0.510_29.290_2022_11,6.357490313376217
ID_-0.510_29.290_2022_12,1.3934394978517175
ID_-0.510_29.290_2022_13,10.747924720063324
ID_-0.510_29.290_2022_14,6.875324873274994
ID_-0.510_29.290_2022_15,2.9582218365915227
ID_-0.510_29.290_2022_16,2.5188876122710324
ID_-0.510_29.290_2022_17,6.6865049249951225
ID_-0.510_29.290_2022_18,3.790334289388232
ID_-0.510_29.290_2022_19,4.699491328043504
ID_-0.510_29.290_2022_20,4.546817090633402
ID_-0.510_29.290_2022_21,3.3243060002484848
ID_-0.510_29.290_2022_22,4.80297148110754
ID_-0.510_29.290_2022_23,4.923093333789263
ID_-0.510_29.290_2022_24,5.001139205445342
ID_-0.510_29.290_2022_25,5.0202648892181445
ID_-0.510_29.290_2022_26,4.816166371449947
ID_-0.510_29.290_2022_27,4.810622277891183
ID_-0.510_29.290_2022_28,4.561235920082364
ID_-0.510_29.290_2022_29,4.152487353199963
ID_-0.510_29.290_2022_30,4.6869845436973
ID_-0.510_29.290_2022_31,5.142731535032177
ID_-0.510_29.290_2022_32,5.153828617816577
ID_-0.510_29.290_2022_33,5.19937181582385
ID_-0.510_29.290_2022_34,4.94953544192626
ID_-0.510_29.290_2022_35,1.3478146690190387
ID_-0.510_29.290_2022_36,3.6136828284762026
ID_-0.510_29.290_2022_37,6.96436683573276
ID_-0.510_29.290_2022_38,6.315276187876811
ID_-0.510_29.290_2022_39,5.568690077662969
ID_-0.510_29.290_2022_40,4.193976743486638
ID_-0.510_29.290_2022_41,4.432085488801026
ID_-0.510_29.290_2022_42,7.88138502752945
ID_-0.510_29.290_2022_43,5.065049339168768
ID_-0.510_29.290_2022_44,4.466024551012249
ID_-0.510_29.290_2022_45,4.372086308853741
ID_-0.510_29.290_2022_46,5.155873051373358
ID_-0.510_29.290_2022_47,6.319249411321049
ID_-0.510_29.290_2022_48,4.951970238276324
ID_-0.528_29.472_2022_00,0.0
ID_-0.528_29.472_2022_01,1.7488901999506188
ID_-0.528_29.472_2022_02,2.783646990619366
ID_-0.528_29.472_2022_03,16.14346692137516
ID_-0.528_29.472_2022_04,2.9423613858349253
ID_-0.528_29.472_2022_05,16.31225644423399
ID_-0.528_29.472_2022_06,7.452168054451237
ID_-0.528_29.472_2022_07,4.798033862719574
ID_-0.528_29.472_2022_08,14.746560468179073
ID_-0.528_29.472_2022_09,1.3610972078438521
ID_-0.528_29.472_2022_10,4.357506049214795
ID_-0.528_29.472_2022_11,4.267000487919476
ID_-0.528_29.472_2022_12,6.188027336207795
ID_-0.528_29.472_2022_13,1.7914266625554705
ID_-0.528_29.472_2022_14,0.5832375958329773
ID_-0.528_29.472_2022_15,2.542331357397957
ID_-0.528_29.472_2022_16,2.334169351330507
ID_-0.528_29.472_2022_17,5.816454284454122
ID_-0.528_29.472_2022_18,4.217317141895502
ID_-0.528_29.472_2022_19,6.234685108946562
ID_-0.528_29.472_2022_20,2.970833537479353
ID_-0.528_29.472_2022_21,4.452483776210914
ID_-0.528_29.472_2022_22,4.649649429839416
ID_-0.528_29.472_2022_23,4.891122307054634
ID_-0.528_29.472_2022_24,4.927823212192063
ID_-0.528_29.472_2022_25,4.512942391188364
ID_-0.528_29.472_2022_26,4.55601259380548
ID_-0.528_29.472_2022_27,4.355522838777068
ID_-0.528_29.472_2022_28,4.489450504805432
ID_-0.528_29.472_2022_29,3.8576323640032317
ID_-0.528_29.472_2022_30,4.519045865210963
ID_-0.528_29.472_2022_31,4.593628706081586
ID_-0.528_29.472_2022_32,4.805159815157824
ID_-0.528_29.472_2022_33,4.874007567269215
ID_-0.528_29.472_2022_34,4.161054403671327
ID_-0.528_29.472_2022_35,7.113051104913926
ID_-0.528_29.472_2022_36,8.386980196362677
ID_-0.528_29.472_2022_37,6.908087614361148
ID_-0.528_29.472_2022_38,4.840446309262752
ID_-0.528_29.472_2022_39,6.235176463722558
ID_-0.528_29.472_2022_40,4.327795568414461
ID_-0.528_29.472_2022_41,4.337507805176845
ID_-0.528_29.472_2022_42,12.251682784067583
ID_-0.528_29.472_2022_43,0.0
ID_-0.528_29.472_2022_44,5.776921417604561
ID_-0.528_29.472_2022_45,4.15848721886724
ID_-0.528_29.472_2022_46,4.672226632358194
ID_-0.528_29.472_2022_47,5.044660470700274
ID_-0.528_29.472_2022_48,3.0274327412210633
ID_-0.547_29.653_2022_00,0.0
ID_-0.547_29.653_2022_01,0.13493388205301635
ID_-0.547_29.653_2022_02,0.0
